0.0005	1.000000000000000e+00	0
0.0015	1.000000000000000e+00	0
0.0025	1.000000000000000e+00	0
0.0035	1.000000000000000e+00	0
0.0045	1.000000000000000e+00	0
0.0055	1.000000000000000e+00	0
0.0065	1.000000000000000e+00	0
0.0075	1.000000000000000e+00	0
0.0085	1.000000000000000e+00	0
0.0095	1.000000000000000e+00	0
0.0105	1.000000000000000e+00	0
0.0115	1.000000000000000e+00	0
0.0125	1.000000000000000e+00	0
0.0135	1.000000000000000e+00	0
0.0145	1.000000000000000e+00	0
0.0155	1.000000000000000e+00	0
0.0165	1.000000000000000e+00	0
0.0175	1.000000000000000e+00	0
0.0185	1.000000000000000e+00	0
0.0195	1.000000000000000e+00	0
0.0205	1.000000000000000e+00	0
0.0215	1.000000000000000e+00	0
0.0225	1.000000000000000e+00	0
0.0235	1.000000000000000e+00	0
0.0245	1.000000000000000e+00	0
0.0255	1.000000000000000e+00	0
0.0265	1.000000000000000e+00	0
0.0275	1.000000000000000e+00	0
0.0285	1.000000000000000e+00	0
0.0295	1.000000000000000e+00	0
0.0305	1.000000000000000e+00	0
0.0315	1.000000000000000e+00	0
0.0325	1.000000000000000e+00	0
0.0335	1.000000000000000e+00	0
0.0345	1.000000000000000e+00	0
0.0355	1.000000000000000e+00	0
0.0365	1.000000000000000e+00	0
0.0375	1.000000000000000e+00	0
0.0385	1.000000000000000e+00	0
0.0395	1.000000000000000e+00	0
0.0405	1.000000000000000e+00	0
0.0415	1.000000000000000e+00	0
0.0425	1.000000000000000e+00	0
0.0435	1.000000000000000e+00	0
0.0445	1.000000000000000e+00	0
0.0455	1.000000000000000e+00	0
0.0465	1.000000000000000e+00	0
0.0475	1.000000000000000e+00	0
0.0485	1.000000000000000e+00	0
0.0495	1.000000000000000e+00	0
0.0505	1.000000000000000e+00	0
0.0515	1.000000000000000e+00	0
0.0525	1.000000000000000e+00	0
0.0535	1.000000000000000e+00	0
0.0545	1.000000000000000e+00	0
0.0555	1.000000000000000e+00	0
0.0565	1.000000000000000e+00	0
0.0575	1.000000000000000e+00	0
0.0585	1.000000000000000e+00	2.78088e-08
0.0595	1.000000000000000e+00	1.66853e-07
0.0605	9.999998807907104e-01	4.44943e-07
0.0615	9.999997019767761e-01	9.17695e-07
0.0625	9.999994635581970e-01	1.50168e-06
0.0635	9.999992251396179e-01	2.03006e-06
0.0645	9.999989867210388e-01	2.61405e-06
0.0655	9.999987483024597e-01	3.11462e-06
0.0665	9.999985098838806e-01	3.72643e-06
0.0675	9.999982714653015e-01	4.227e-06
0.0685	9.999980330467224e-01	4.83881e-06
0.0695	9.999977946281433e-01	5.3672e-06
0.0705	9.999975562095642e-01	5.92339e-06
0.0715	9.999973177909851e-01	6.53521e-06
0.0725	9.999970793724060e-01	7.0636e-06
0.0735	9.999968409538269e-01	7.70323e-06
0.0745	9.999966025352478e-01	8.17601e-06
0.0755	9.999963641166687e-01	8.81564e-06
0.0765	9.999961256980896e-01	9.28842e-06
0.0775	9.999958872795105e-01	9.92806e-06
0.0785	9.999956488609314e-01	1.04287e-05
0.0795	9.999954104423523e-01	1.10405e-05
0.0805	9.999951720237732e-01	1.15689e-05
0.0815	9.999949336051941e-01	1.21251e-05
0.0825	9.999946951866150e-01	1.2737e-05
0.0835	9.999944567680359e-01	1.32376e-05
0.0845	9.999942183494568e-01	1.38494e-05
0.0855	9.999939799308777e-01	1.43778e-05
0.0865	9.999937415122986e-01	1.49897e-05
0.0875	9.999935030937195e-01	1.54903e-05
0.0885	9.999932646751404e-01	1.61299e-05
0.0895	9.999930262565613e-01	1.66028e-05
0.0905	9.999927878379822e-01	1.72146e-05
0.0915	9.999925494194031e-01	1.77709e-05
0.0925	9.999923110008240e-01	1.82993e-05
0.0935	9.999920725822449e-01	1.8939e-05
0.0945	9.999918341636658e-01	1.94396e-05
0.0955	9.999915957450867e-01	2.00515e-05
0.0965	9.999913573265076e-01	2.05521e-05
0.0975	9.999911189079285e-01	2.1164e-05
0.0985	9.999908804893494e-01	2.16924e-05
0.0995	9.999906420707703e-01	2.23321e-05
0.1005	9.999904036521912e-01	2.28049e-05
0.1015	9.999901652336121e-01	2.3389e-05
0.1025	9.999899268150330e-01	2.39731e-05
0.1035	9.999896883964539e-01	2.45015e-05
0.1045	9.999894499778748e-01	2.51134e-05
0.1055	9.999892115592957e-01	2.56419e-05
0.1065	9.999889731407166e-01	2.63094e-05
0.1075	9.999886751174927e-01	2.70881e-05
0.1085	9.999883174896240e-01	2.81728e-05
0.1095	9.999877810478210e-01	2.96468e-05
0.1105	9.999871850013733e-01	3.1677e-05
0.1115	9.999863505363464e-01	3.41243e-05
0.1125	9.999853372573853e-01	3.73225e-05
0.1135	9.999840259552002e-01	4.13551e-05
0.1145	9.999824166297913e-01	4.65278e-05
0.1155	9.999803900718689e-01	5.28686e-05
0.1165	9.999779462814331e-01	6.06278e-05
0.1175	9.999749064445496e-01	7.01391e-05
0.1185	9.999712705612183e-01	8.15972e-05
0.1195	9.999668598175049e-01	9.53637e-05
0.1205	9.999616742134094e-01	0.000111828
0.1215	9.999553561210632e-01	0.000131463
0.1225	9.999479651451111e-01	0.000154686
