0.00025	0
0.00075	2.56192e-51
0.00125	2.00019e-50
0.00175	1.2636e-49
0.00225	7.49695e-49
0.00275	4.32595e-48
0.00325	2.45192e-47
0.00375	1.36909e-46
0.00425	7.53733e-46
0.00475	4.09215e-45
0.00525	2.19096e-44
0.00575	1.15676e-43
0.00625	6.02206e-43
0.00675	3.09104e-42
0.00725	1.56419e-41
0.00775	7.80309e-41
0.00825	3.83708e-40
0.00875	1.85978e-39
0.00925	8.8842e-39
0.00975	4.18253e-38
0.01025	1.94041e-37
0.01075	8.87068e-37
0.01125	3.99576e-36
0.01175	1.77335e-35
0.01225	7.75386e-35
0.01275	3.33999e-34
0.01325	1.41728e-33
0.01375	5.92412e-33
0.01425	2.43912e-32
0.01475	9.89157e-32
0.01525	3.95094e-31
0.01575	1.55426e-30
0.01625	6.02176e-30
0.01675	2.29765e-29
0.01725	8.63363e-29
0.01775	3.19481e-28
0.01825	1.1642e-27
0.01875	4.1777e-27
0.01925	1.47628e-26
0.01975	5.13709e-26
0.02025	1.76028e-25
0.02075	5.93971e-25
0.02125	1.97363e-24
0.02175	6.45788e-24
0.02225	2.08085e-23
0.02275	6.60275e-23
0.02325	2.06325e-22
0.02375	6.34938e-22
0.02425	1.92431e-21
0.02475	5.74376e-21
0.02525	1.68853e-20
0.02575	4.88913e-20
0.02625	1.39438e-19
0.02675	3.91718e-19
0.02725	1.08401e-18
0.02775	2.95517e-18
0.02825	7.93675e-18
0.02875	2.1001e-17
0.02925	5.47519e-17
0.02975	1.40653e-16
0.03025	3.56053e-16
0.03075	8.88239e-16
0.03125	2.18385e-15
0.03175	5.29208e-15
0.03225	1.26407e-14
0.03275	2.97642e-14
0.03325	6.90917e-14
0.03375	1.58126e-13
0.03425	3.56832e-13
0.03475	7.9404e-13
0.03525	1.74252e-12
0.03575	3.77144e-12
0.03625	8.05138e-12
0.03675	1.69553e-11
0.03725	3.52253e-11
0.03775	7.22031e-11
0.03825	1.46033e-10
0.03875	2.91463e-10
0.03925	5.74105e-10
0.03975	1.11614e-09
0.04025	2.14194e-09
0.04075	4.0579e-09
0.04125	7.59e-09
0.04175	1.40176e-08
0.04225	2.55645e-08
0.04275	4.60447e-08
0.04325	8.19112e-08
0.04375	1.43937e-07
0.04425	2.49868e-07
0.04475	4.28551e-07
0.04525	7.26259e-07
0.04575	1.21625e-06
0.04625	2.01299e-06
0.04675	3.293e-06
0.04725	5.32498e-06
0.04775	8.51264e-06
0.04825	1.34548e-05
0.04875	2.1028e-05
0.04925	3.24995e-05
0.04975	4.96769e-05
0.05025	7.51066e-05
0.05075	0.000112329
0.05125	0.000166204
0.05175	0.000243317
0.05225	0.000352476
0.05275	0.00050531
0.05325	0.000716976
0.05375	0.00100697
0.05425	0.00140002
0.05475	0.00192712
0.05525	0.00262655
0.05575	0.00354495
0.05625	0.00473837
0.05675	0.00627321
0.05725	0.00822695
0.05775	0.0106887
0.05825	0.0137592
0.05875	0.0175505
0.05925	0.0221854
0.05975	0.0277952
0.06025	0.0345182
0.06075	0.042496
0.06125	0.0518704
0.06175	0.0627784
0.06225	0.0753474
0.06275	0.0896895
0.06325	0.105896
0.06375	0.124031
0.06425	0.144124
0.06475	0.16617
0.06525	0.190116
0.06575	0.215866
0.06625	0.243272
0.06675	0.272137
0.06725	0.302213
0.06775	0.333204
0.06825	0.364769
0.06875	0.39653
0.06925	0.428076
0.06975	0.458973
0.07025	0.488773
0.07075	0.517027
0.07125	0.543291
0.07175	0.567141
0.07225	0.588185
0.07275	0.606069
0.07325	0.620489
0.07375	0.6312
0.07425	0.638023
0.07475	0.640844
0.07525	0.639627
0.07575	0.634404
0.07625	0.625284
0.07675	0.612441
0.07725	0.596114
0.07775	0.576599
0.07825	0.554239
0.07875	0.529417
0.07925	0.502544
0.07975	0.474049
0.08025	0.444365
0.08075	0.413924
0.08125	0.383143
0.08175	0.352416
0.08225	0.322107
0.08275	0.292544
0.08325	0.264011
0.08375	0.236749
0.08425	0.210954
0.08475	0.186774
0.08525	0.164312
0.08575	0.14363
0.08625	0.12475
0.08675	0.107661
0.08725	0.0923192
0.08775	0.0786582
0.08825	0.0665909
0.08875	0.056015
0.08925	0.0468182
0.08975	0.0388819
0.09025	0.0320852
0.09075	0.0263082
0.09125	0.0214343
0.09175	0.0173526
0.09225	0.0139592
0.09275	0.0111584
0.09325	0.00886329
0.09375	0.00699595
0.09425	0.00548735
0.09475	0.00427711
0.09525	0.00331296
0.09575	0.00255016
0.09625	0.00195081
0.09675	0.00148307
0.09725	0.00112052
0.09775	0.000841391
0.09825	0.000627859
0.09875	0.000464729
0.09925	0.000327303
0.09975	0
